SITE NAME,COUNTRY,LATITUDE,LONGITUDE,MODIS SITE ID,FLUXNET ID,FLUXNET KEY ID
Redding 12 WNW- Whiskeytown,USA,40.6507,-122.6068,fn_uscaredd,N/A,N/A
Santa Barbara Coastal LTER (SBC1),USA,34.49544,-119.91182,fn_uscasbc1,N/A,N/A
Sherman Island,USA,38.0373,-121.75365,fn_uscasher,US-She,us.sherman_island.01
Sky Oaks- California,USA,33.38444,-116.64026,fn_uscaskyo,US-SO1,us.sky_oaks.01
Stovepipe Wells 1 SW- Death Valley National Park,USA,36.602,-117.1449,fn_uscastov,N/A,N/A
Table_Mountain,USA,34.38,-117.68,fn_uscatabl,N/A,N/A
Trinidad Head,USA,41.05,-124.15,fn_uscatrin,N/A,N/A
Boulder BOU site,USA,40.05003,-105.00385,fn_uscobou,N/A,N/A
Cortez 8 SE - Mesa Verde National Park,USA,37.2553,-108.5033,fn_uscocort,N/A,N/A
CRP grazed site (Briggsdale)- Colorado,USA,40.72514,-104.30138,fn_uscocrpg,US-Co1,us.crp_grazed.01
CRP minimum-till site (Briggsdale)- Colorado,USA,40.7345,-104.30128,fn_uscocrpm,US-Co2,us.crp_mintill.01
CRP ungrazed site (Briggsdale)- Colorado,USA,40.72965,-104.30134,fn_uscocrpu,US-Co3,us.crp_ungrazed.01
Dinosaur 2 E- Dinosaur National Monument,USA,40.2446,-108.9677,fn_uscodino,N/A,N/A
Fraser Experimental Forest,USA,39.87985,-105.86702,fn_uscofras,N/A,N/A
La Junta 17 WSW- USDA Comanche National Grassland,USA,37.8639,-103.8224,fn_uscolaju,N/A,N/A
Montrose 11 ENE- Black Canyon,USA,38.544,-107.6928,fn_uscomont,N/A,N/A
Boulder 14 W- Mountain Research Station,USA,40.0354,-105.5409,fn_uscomtst,N/A,N/A
Nunn 7 NNE- Ag. Res. Svc. Central Plains Exp. Range,USA,40.8066,-104.7552,fn_usconunn,N/A,N/A
Shortgrass Steppe LTER (SGS1),USA,40.80784,-104.18793,fn_uscosgs1,N/A,N/A
Shortgrass Steppe LTER (SGS2),USA,40.86907,-104.75513,fn_uscosgs2,N/A,N/A
Shortgrass Steppe LTER (SGS3),USA,40.86885,-104.67247,fn_uscosgs3,N/A,N/A
Shortgrass Steppe LTER (SGS4),USA,40.8065,-104.67279,fn_uscosgs4,N/A,N/A
Table_Mountain 2,USA,40.125,-105.237,fn_uscotabl,N/A,N/A
South Denver Urban Tower,USA,39.65942,-105.01274,fn_uscourba,US-SDU,us.urban_denver.01
Great Mountain Forest- Connecticut,USA,41.96667,-73.23333,fn_usctgrea,US-GMF,us.greatmtn_CT.01
Shark River Slough (Tower SRS-6)- Florida Everglades,USA,25.36463,-81.07795,fn_usfleman,US-SRS,us.fl_everglades_mangrove.01
Florida Coastal Everglades (FCE1),USA,25.46821,-80.85328,fn_usfleve1,N/A,N/A
Dry_Tortugas,USA,24.6,-82.8,fn_usfltort,N/A,N/A
Brunswick 23 S- Cumberland Island National Seashore (Stafford Field),USA,30.8078,-81.4596,fn_usgabrun,N/A,N/A
Georgia Coastal Ecosystems (GCE1),USA,31.41389,-81.28333,fn_usgalter,N/A,N/A
Newton 11 SW- Robert W. Woodruff Foundation,USA,31.1923,-84.4465,fn_usganew2,N/A,N/A
Newton 8 W- Robert W. Woodruff Foundation (IchauwayGeorge Site),USA,31.31269,-84.47061,fn_usganewt,N/A,N/A
Watkinsville 5 SSE- USDA/ARS Watkinsville (Colham Ferry Site),USA,33.78375,-83.38961,fn_usgawatk,N/A,N/A
Hilo 5 S - University of Hawaii Waiakea Experiment Station,USA,19.645,-155.0827,fn_ushihilo,N/A,N/A
Mauna Loa 5 NNE - Mauna Loa Slope Observatory,USA,19.5354,-155.576,fn_ushimaun,N/A,N/A
Happy Valley 1995-Alaskan Tundra,USA,69.16722,-148.85694,fn_ushpvall,N/A,N/A
Brooks Field Site 1011- Ames-Iowa,USA,41.97565,-93.69252,fn_usia1011,US-Br2,us.ames_tl1011.01
Kingston 1 NW- University of Rhode Island (Plains Road Site),USA,41.491,-71.541,fn_usriplai,N/A,N/A
Columbia_SC,USA,34.0228,-81.03633,fn_ussccolb,N/A,N/A
Blackville 3 W- Clemson University (Edisto Research & Edu. Ctr.),USA,33.355,-81.32789,fn_usscedis,N/A,N/A
McClellanville 7 NE- SCDNR (Santee Coastal Reserve),USA,33.15319,-79.36369,fn_usscsant,N/A,N/A
Brookings- South Dakota,USA,44.34529,-96.83617,fn_ussdbroo,US-Bro,us.brookings.01
Buffalo 13 ESE- SDSU Antelope Research Station (Calving Pasture Site),USA,45.516,-103.3017,fn_ussdbuff,N/A,N/A
Sioux_Falls,USA,43.73628,-96.62598,fn_ussdfall,N/A,N/A
Rannells Ranch (ungrazed)- Kansas,USA,39.139,-96.523,fn_usrannun,US-Ra1,us.ks_rannellsranch.01
Walnut River Watershed- Kansas (Smileyburg),USA,37.52083,-96.855,fn_uswalnut,US-WRW,us.walnut_river.01
Harvard Forest EMS Tower- Massachusetts (HFR1),USA,42.53776,-72.17148,fn_usmaharv,US-Ha1,us.harvard_forest.01
Howland Forest (main tower)- Maine,USA,45.20407,-68.74028,fn_ushwmain,US-Ho1,us.howland.01
Howland Forest (west tower)- Maine,USA,45.20912,-68.747,fn_ushwwest,US-Ho2,us.howland.02
Northern Michigan Jack Pine Stand,USA,46.6465,-88.5194,fn_usnmijps,US-NMi,us.no_mich_jackpine.01
Sylvania Wilderness Area- Michigan,USA,46.24202,-89.34765,fn_ussylvan,US-Syl,us.no_mich_sylvania.01
Eucaliptus Sao Paulo,Brazil,-21.5835,-47.60231,fn_breucali,BR-Euc,br.eucaliptus.01
Jaru_Reserve,Brazil,-10.08333,-61.93333,fn_brjarure,N/A,N/A
Manaus TWP C1,Brazil,-2.06141,147.42528,fn_brmanaus,N/A,N/A
Pantanal,Brazil,-19.56,-57.01,fn_brpantan,N/A,N/A
Brasilia-Reserva Ecol  Aguas Emendadas,Brazil,-15.55,-47.6,fn_brreserv,BR-Res,br.reserva_ecologica.01
Rio_Branco,Brazil,-9.95747,-67.86935,fn_brriobra,N/A,N/A
Pandeiros,Brazil,-14.84828,-43.98797,fn_brsanchz,BR-Pan,br.sanchez.01
Santarem 2,Brazil,-2.43333,-54.75,fn_brsantr2,N/A,N/A
Sao Gabriel da Cachoeira,Brazil,0.21233,-66.76473,fn_brsaogab,BR-Sga,br.saogabriel.01
Sao_Paulo,Brazil,-23.5615,-46.73498,fn_brsaopau,N/A,N/A
Sao Paulo Cerrado,Brazil,-21.61947,-47.64989,fn_brsaosav,BR-Sp1,br.saopaulo_savannah.01
Sao Paulo Sugar Cane,Brazil,-21.63706,-47.79025,fn_brsaosug,BR-Sp2,br.saopaulo_sugarcane.01
CIPHA-CHA2,Canada,47.62702,-83.19625,fn_cacpcha2,N/A,N/A
CIPHA-CHA3,Canada,47.51976,-82.99047,fn_cacpcha3,N/A,N/A
CIPHA-DUN1,Canada,51.68943,-106.70732,fn_cacpdun1,N/A,N/A
CIPHA-DUN2,Canada,51.6975,-106.71498,fn_cacpdun2,N/A,N/A
CIPHA-DUN3,Canada,51.68355,-106.71681,fn_cacpdun3,N/A,N/A
CIPHA-DVG1,Canada,55.87078,-118.07584,fn_cacpdvg1,N/A,N/A
CIPHA-DVG2,Canada,55.82765,-118.21181,fn_cacpdvg2,N/A,N/A
CIPHA-DVG3,Canada,55.83062,-118.26253,fn_cacpdvg3,N/A,N/A
CIPHA-EDG1,Canada,52.59698,-110.61837,fn_cacpedg1,N/A,N/A
CIPHA-EDG3,Canada,52.60027,-110.60715,fn_cacpedg3,N/A,N/A
CIPHA-FIS1,Canada,53.59487,-106.23372,fn_cacpfis1,N/A,N/A
CIPHA-FIS2,Canada,53.63054,-106.19881,fn_cacpfis2,N/A,N/A
CIPHA-FIS3,Canada,53.61399,-106.18152,fn_cacpfis3,N/A,N/A
CIPHA-FTN1,Canada,58.76324,-121.62256,fn_cacpftn1,N/A,N/A
CIPHA-FTN2,Canada,58.75483,-121.61868,fn_cacpftn2,N/A,N/A
CIPHA-FTN3,Canada,58.74447,-121.75901,fn_cacpftn3,N/A,N/A
CIPHA-GER1,Canada,49.93914,-86.50052,fn_cacpger1,N/A,N/A
CIPHA-GER2,Canada,49.74812,-86.7123,fn_cacpger2,N/A,N/A
CIPHA-GLA1,Canada,53.59541,-108.58375,fn_cacpgla1,N/A,N/A
CIPHA-GLA2,Canada,53.5905,-108.59279,fn_cacpgla2,N/A,N/A
CIPHA-GLA3,Canada,53.59148,-108.5717,fn_cacpgla3,N/A,N/A
CIPHA-HAR1,Canada,49.47275,-100.76776,fn_cacphar1,N/A,N/A
CIPHA-HAR2,Canada,49.48714,-100.63519,fn_cacphar2,N/A,N/A
CIPHA-HAR3,Canada,49.50069,-100.77781,fn_cacphar3,N/A,N/A
CIPHA-HIG1,Canada,58.37444,-117.23621,fn_cacphig1,N/A,N/A
CIPHA-HIG2,Canada,58.33864,-117.23692,fn_cacphig2,N/A,N/A
CIPHA-HIG3,Canada,58.22646,-117.23838,fn_cacphig3,N/A,N/A
CIPHA-MIN1,Canada,53.35987,-112.93755,fn_cacpmin1,N/A,N/A
CIPHA-MIN2,Canada,53.27599,-112.93065,fn_cacpmin2,N/A,N/A
CIPHA-MIN3,Canada,53.33179,-112.93551,fn_cacpmin3,N/A,N/A
CIPHA-MOO1,Canada,49.83668,-101.55752,fn_cacpmoo1,N/A,N/A
CIPHA-MOO2,Canada,49.81187,-101.83008,fn_cacpmoo2,N/A,N/A
CIPHA-MOO3,Canada,49.99205,-101.68591,fn_cacpmoo3,N/A,N/A
CIPHA-MOR1,Canada,55.27538,-106.08909,fn_cacpmor1,N/A,N/A
CIPHA-MOR2,Canada,55.10959,-105.92739,fn_cacpmor2,N/A,N/A
CIPHA-MOR3,Canada,55.14328,-106.0735,fn_cacpmor3,N/A,N/A
CIPHA-NOT1,Canada,57.15013,-117.20715,fn_cacpnot1,N/A,N/A
CIPHA-NOT2,Canada,57.27723,-117.18328,fn_cacpnot2,N/A,N/A
CIPHA-NOT3,Canada,57.28861,-117.16902,fn_cacpnot3,N/A,N/A
CIPHA-PAS1,Canada,53.61168,-101.6871,fn_cacppas1,N/A,N/A
CIPHA-PAS2,Canada,53.61039,-101.67993,fn_cacppas2,N/A,N/A
CIPHA-PAS3,Canada,53.59992,-101.67434,fn_cacppas3,N/A,N/A
CIPHA-PET1,Canada,55.77188,-108.79854,fn_cacppet1,N/A,N/A
CIPHA-PET2,Canada,55.74501,-108.77766,fn_cacppet2,N/A,N/A
CIPHA-PET3,Canada,55.73598,-108.72452,fn_cacppet3,N/A,N/A
CIPHA-POP1,Canada,61.34009,-121.74457,fn_cacppop1,N/A,N/A
CIPHA-POP2,Canada,61.337,-121.75071,fn_cacppop2,N/A,N/A
CIPHA-POP3,Canada,61.27996,-122.37357,fn_cacppop3,N/A,N/A
CIPHA-POR1,Canada,52.48214,-101.19932,fn_cacppor1,N/A,N/A
CIPHA-POR2,Canada,52.47714,-101.20866,fn_cacppor2,N/A,N/A
CIPHA-POR3,Canada,52.4603,-101.16637,fn_cacppor3,N/A,N/A
CIPHA-RED1,Canada,56.77402,-115.278,fn_cacpred1,N/A,N/A
CIPHA-RED2,Canada,56.60634,-115.30925,fn_cacpred2,N/A,N/A
CIPHA-RED3,Canada,56.62367,-115.30738,fn_cacpred3,N/A,N/A
CIPHA-SAN1,Canada,49.16378,-95.91485,fn_cacpsan1,N/A,N/A
CIPHA-SAN2,Canada,52.76622,-96.16765,fn_cacpsan2,N/A,N/A
CIPHA-SAN3,Canada,49.11611,-95.89895,fn_cacpsan3,N/A,N/A
CIPHA-SRF1,Canada,49.25166,-82.05272,fn_cacpsrf1,N/A,N/A
CIPHA-SRF2,Canada,49.05188,-81.20209,fn_cacpsrf2,N/A,N/A
CIPHA-SRF3,Canada,49.32993,-81.80759,fn_cacpsrf3,N/A,N/A
CIPHA-TAT1,Canada,54.61078,-109.55814,fn_cacptat1,N/A,N/A
CIPHA-TAT2,Canada,54.62562,-109.62117,fn_cacptat2,N/A,N/A
CIPHA-TAT3,Canada,54.63413,-109.86236,fn_cacptat3,N/A,N/A
CIPHA-TBY1,Canada,48.73452,-89.07985,fn_cacptby1,N/A,N/A
CIPHA-TBY2,Canada,48.72822,-89.08218,fn_cacptby2,N/A,N/A
CIPHA-TBY3,Canada,48.69687,-89.08761,fn_cacptby3,N/A,N/A
CIPHA-TOB1,Canada,53.75095,-103.03494,fn_cacptob1,N/A,N/A
CIPHA-TOB2,Canada,53.73729,-103.06622,fn_cacptob2,N/A,N/A
CIPHA-TOB3,Canada,53.75211,-103.04454,fn_cacptob3,N/A,N/A
CIPHA-YPT1,Canada,55.16887,-117.60825,fn_cacpypt1,N/A,N/A
CIPHA-YPT2,Canada,55.16049,-117.59579,fn_cacpypt2,N/A,N/A
CIPHA-YPT3,Canada,55.15843,-117.55846,fn_cacpypt3,N/A,N/A
CIPHA-YRK1,Canada,51.32637,-103.08892,fn_cacpyrk1,N/A,N/A
CIPHA-YRK2,Canada,51.33895,-103.11165,fn_cacpyrk2,N/A,N/A
CIPHA-YRK3,Canada,51.31019,-103.15991,fn_cacpyrk3,N/A,N/A
Egbert- Environment Canada CARE,Canada,44.23261,-79.781,fn_caegbert,N/A,N/A
Egbert,Canada,44.22567,-79.75,fn_caegvrt2,N/A,N/A
Estevan Point,Canada,49.58444,-126.36861,fn_caestevn,N/A,N/A
Fraserdale,Canada,49.87528,-81.57017,fn_cafraser,N/A,N/A
Hinton,Canada,53.1,-117.92,fn_cahinton,N/A,N/A
Kejimkujik 2,Canada,44.38333,-65.28333,fn_cakejim2,N/A,N/A
Larose (VALERI),Canada,45.38046,-75.217,fn_calarose,N/A,N/A
UCI-1964 burn site wet,Canada,55.91167,-98.38222,fn_cansab63,CA-NS4,ca.nsa_burn_1964_wet.01
Mont_Joli 2,Canada,48.64,-68.156,fn_camontj2,N/A,N/A
Mont_Joli,Canada,48.59,-68.1927,fn_camontjo,N/A,N/A
Munster/Sudbury,Canada,46.85,-81.47,fn_camunste,N/A,N/A
New Brunswick,Canada,46,-66.8,fn_canewbr1,N/A,N/A
Ontario- Turkey Point Middle-aged White Pine,Canada,42.70681,-80.34831,fn_caturk30,CA-TP3,ca.turkeypoint30.01
Ontario- Turkey Point Mature White Pine,Canada,42.70978,-80.3574,fn_caturk60,CA-TP4,ca.turkeypoint60.01
Ontario- Turkey Point Seedling White Pine,Canada,42.66094,-80.55952,fn_caturke1,CA-TP1,ca.turkeypoint.01
Watson Lake,Canada,60.09,-129.38,fn_cawatson,N/A,N/A
Whitecourt,Canada,54.04,-115.79,fn_cawhitec,N/A,N/A
Little Washita Watershed- Oklahoma,USA,34.9604,-97.9789,fn_uswashit,US-LWW,us.little_washita.01
Metolius-old aged ponderosa pine- Oregon,USA,44.49917,-121.62237,fn_usormeti,US-Me4,us.metolius_old.01
Metolius-first young aged pine- Oregon,USA,44.43719,-121.56676,fn_usmetypp,US-Me5,us.metolius_yng.01
Sisters (juniper-sagebrush)- Oregon,USA,44.265,-121.38417,fn_usjunipe,N/A,N/A
Black Hills- South Dakota,USA,44.158,-103.65,fn_usbhills,US-BHi,us.blackhills_sd_ponderosa.01
Chestnut Ridge- Oak Ridge,USA,35.93109,-84.33242,fn_uschridg,US-ChR,us.chestnut_ridge.01
Walker Branch Watershed- Tennessee,USA,35.95877,-84.28743,fn_ustnwalk,US-WBW,us.walker_branch.01
Utah- Crested Wheatgrass Site,USA,40.28297,-112.463,fn_usrushwg,US-Ru3,us.rushvalley_wheatgrass.01
Utah- Juniper Woodland Site,USA,40.25932,-112.47812,fn_usrushju,US-Ru1,us.rushvalley_juniper.01
Utah- Sagebrush Site,USA,40.28284,-112.47157,fn_usrushsb,US-Ru2,us.rushvalley_sagebrush.01
Wind River Crane Site- Washington,USA,45.82049,-121.95191,fn_uswawind,US-WRi,us.wind_river.01
Lost Creek- Wisconsin,USA,46.08268,-89.97919,fn_uslcreek,US-Los,us.lost_creek.01
Park Falls/WLEF- Wisconsin,USA,45.94588,-90.2723,fn_uswipark,US-PFa,us.park_falls.01
Willow Creek- Wisconsin,USA,45.80593,-90.07986,fn_uswiwill,US-WCr,us.willow_creek.01
Canaan Valley- West Virginia,USA,39.06333,-79.42083,fn_uscanaan,US-CaV,us.canaan_valley.01
Acadia Road 9,Canada,45.9847,-66.3,fn_caacad9,N/A,N/A
Annapolis Valley,Canada,44.9019,-65.1217,fn_caannapo,N/A,N/A
Aspen1 (45.4333 N -75.7333 W),Canada,45.4333,-75.7333,fn_caaspen1,N/A,N/A
Aspen2 (46.3415 N -63.5102 W),Canada,46.3415,-63.5102,fn_caaspen2,N/A,N/A
Aspen3 (49.9172 N -101.204 W),Canada,49.9172,-101.204,fn_caaspen3,N/A,N/A
Leinefelde,Germany,51.32826,10.36785,fn_deleinef,DE-Lei,de.leinefelde.01
Tharandt- Anchor Station,Germany,50.96361,13.56694,fn_detharan,DE-Tha,de.tharandt.01
Wetzstein,Germany,50.4535,11.45753,fn_dewetzst,DE-Wet,de.wetzstein.01
Castelporziano,Italy,41.70525,12.37611,fn_itcastel,IT-Cpz,it.castelporziano.01
Collelongo- Selva Piana,Italy,41.84944,13.58806,fn_itcollel,IT-Col,it.collelongo.01
Nonantola,Italy,44.68981,11.08868,fn_itnonant,IT-Non,it.nonantola.01
Renon/Ritten (Bolzano),Italy,46.58778,11.43472,fn_itbolzan,IT-Ren,it.bolzano_renon.01
Roccarespampani2,Italy,42.39026,11.92093,fn_itrocca1,IT-Ro1,it.rocca.01
Roccarespampani1,Italy,42.40812,11.93002,fn_itrocca2,IT-Ro2,it.rocca.02
San Rossore,Italy,43.729722,10.286944,fn_itsanros,IT-SRo,it.san_rossore.01
Loobos,Netherlands,52.16786,5.74396,fn_nlloobos,NL-Loo,nl.loobos.01
Espirra,Portugal,38.63938,-8.6018,fn_ptespirr,PT-Esp,pt.espirra.01
Mitra (Evora),Portugal,38.5407,-8.0004,fn_ptevora,PT-Mi1,pt.evora.01
Flakaliden,Sweden,64.11278,19.45694,fn_seflakal,SE-Fla,se.flakaliden.01
Norunda,Sweden,60.08622,17.49883,fn_senorun1,SE-Nor,se.norunda.01
Davos- Seehorn forest 2,Switzerland,46.8175,9.85972,fn_chdavoss,N/A,N/A
Griffin- Aberfeldy-Scotland,UK,56.60655,-3.79682,fn_ukgrifin,UK-Gri,uk.griffin.01
Tadham Moor,UK,51.20714,-2.82864,fn_uktadham,UK-Tad,uk.tadham_moor.01
Neustift/Stubai Valley,Austria,47.116667,11.31861,fn_atneusti,AT-Neu,at.neustift.01
Alkkia Scots pine forest,Finland,62.18336,22.78347,fn_fipeatld,FI-Alk,fi.peatland.01
Kenttarova (Matorova) spruce forest,Finland,67.98722,24.24306,fn_fimatoro,FI-Mat,fi.matorova.01
Davos- Seehorn forest,Switzerland,46.81639,9.85694,fn_chsehorn,CH-Dav,ch.seehornwald.01
Northern Plains Site,USA,42.31289,-106.55711,fn_usplains,US-NPl,us.northernplains.01
BOREAS NSA - Old Black Spruce,Canada,55.87962,-98.48081,fn_ca03born,CA-Man,ca.manitoba.01
Eastern Peatland- Mer Bleue,Canada,45.4094,-75.52,fn_camerble,CA-Mer,ca.mer_bleue.01
GLEES- Wyoming,USA,41.36564,-106.23961,fn_usglacie,US-GLE,us.glacierlake.01
Shionomisaki Laboratory,Japan,33.44278,135.75944,fn_jpshiono,JP-Shi,jp.shionomisaki.01
Takayama,Japan,36.14617,137.42311,fn_jptakaya,JP-Tak,jp.takayama.01
Changbaishan- Jilin P,China,41.05,128,fn_cdchang2,N/A,N/A
COMPLET 114  (-22.6371 S -68.6331 W),Chile,-22.6371,-68.6331,fn_cdcom114,N/A,N/A
COMPLET 128  (-1.2258 S 26.4476 E),Dem. Republic of the Congo,-1.2258,26.4476,fn_cdcom128,N/A,N/A
Anhui poplar plantation,China,30.48303,116.984,fn_cnanhui0,N/A,N/A
Beijing Daxing,China,39.53056,116.25194,fn_cnbeiji2,CN-Bei,cn.beijing_daxing.01
Beijing,China,39.97689,116.38137,fn_cnbeijin,N/A,N/A
Changbaishan,China,42.4025,128.09583,fn_cnchang1,CN-Cha,cn.changbaishan.01
Dangxiong,China,30.85,91.08333,fn_cndangxi,CN-Dan,cn.dangxiong.01
Dinghushan,China,23.16667,112.53333,fn_cndinghu,CN-Din,cn.dinghushan.01
Dongtan 2,China,31.5847,121.9035,fn_cndongt2,CN-Do2,cn.dongtan2.01
Dongtan 3,China,31.5169,121.9717,fn_cndongt3,CN-Do3,cn.dongtan3.01
Dongtan 1,China,31.5167,121.9607,fn_cndongta,CN-Do1,cn.dongtan1.01
Dongtinghu poplar plantation,China,29.533,112.92658,fn_cndongti,N/A,N/A
Dongwu_grassland,China,45.56014,117.00028,fn_cndongwu,CN-Dwu,cn.dongwu_grassland.01
Dunhuang 2,China,40.03778,94.79389,fn_cndunhu2,N/A,N/A
Duolun_cropland,China,42.04556,116.67139,fn_cnduocrp,CN-Du1,cn.duolun_cropland.01
Duolun_grassland,China,42.04667,116.28361,fn_cnduogrs,CN-Du2,cn.duolun_grassland.01
Haibei,China,37.6,101.3,fn_cnhaibei,CN-Hab,cn.haibei.01
Himalayas,China,27.959,86.813,fn_cnhimal0,N/A,N/A
Boreal Forest Ecosystem Station (Houzhou- Heliongjiang),China,51.5917,123.21345,fn_cnhouzho,N/A,N/A
Hulunber Grassland,China,49.32695,120.05038,fn_cnhulunb,CN-Hul,cn.hulunber.01
Northern_South_China_Sea_Southern_ JapanM,China,25.03,121.52,fn_cnjapanm,N/A,N/A
Northern_South_China_Sea_Southern_ JapanS,China,24.967,121.181,fn_cnjapans,N/A,N/A
Jingzhou agricultural land,China,41.14317,121.20217,fn_cnjingzh,N/A,N/A
Kubuqi_populus forest,China,40.53833,108.69361,fn_cnkubuft,CN-Ku1,cn.kubuqi_forest.01
Kubuqi_shrubland,China,40.38083,108.54861,fn_cnkubush,CN-Ku2,cn.kubuqi_shrubland.01
Liping- Guizhou P,China,26.03,108.8,fn_cnliping,N/A,N/A
Lake Tai,China,31.69972,120.35972,fn_cnlketai,N/A,N/A
Panjin wetland,China,41.14067,121.91183,fn_cnpanjin,N/A,N/A
Qianyanzhou,China,26.73333,115.06667,fn_cnqianya,CN-Qia,cn.qianyanzhou.01
Study Site,China,32,119.52733,fn_cnstudys,N/A,N/A
TibetMS3478,China,31.92597,91.715,fn_cntib3478,N/A,N/A
TibetMS3608,China,31.226,91.783,fn_cntib3608,N/A,N/A
TibetD110,China,32.69298,91.874,fn_cntibe10,N/A,N/A
TibetD66,China,35.523,93.785,fn_cntibe66,N/A,N/A
TibetAmdo,China,32.241,91.625,fn_cntibeam,N/A,N/A
TibetANNI,China,31.254,92.172,fn_cntibean,N/A,N/A
TibetD105,China,33.064,91.943,fn_cntibed5,N/A,N/A
TibetBJ,China,31.369,91.899,fn_cntibetb,N/A,N/A
TibetGaize,China,32.3,84.05,fn_cntibetg,N/A,N/A
TibetS,China,32,91.89889,fn_cntibets,N/A,N/A
TibetToutouhe,China,34.21601,92.438,fn_cntibett,N/A,N/A
Xianghe,China,39.75389,116.96194,fn_cnxiangh,N/A,N/A
Xilinhot_degraded Leymus grassland,China,43.55444,116.27972,fn_cnxilinh,CN-Xi1,cn.xilinhot.01
Xishuangbanna,China,21.95,101.2,fn_cnxishua,CN-Xsh,cn.xishuangbanna.01
Yucheng,China,36.95,116.6,fn_cnyuchen,CN-Yuc,cn.yucheng.01
Zhang_Bei,China,41.29,114.69,fn_cnzhang1,N/A,N/A
Zhangbei (VALERI),China,41.27892,114.68773,fn_cnzhang2,N/A,N/A
Lusignan,France,46.43333,-0.46667,fn_frlusign,FR-Lus,fr.lusignan.01
Nezer (VALERI),France,44.56803,-1.03825,fn_frnezer0,N/A,N/A
Plan de dieu,France,44.2,4.95,fn_frplande,N/A,N/A
Puechabon (VALERI),France,43.72464,3.6518,fn_frpuech2,N/A,N/A
Romilly,France,48.45,3.94,fn_frromil2,N/A,N/A
Romilly-sur-Seine (VALERI),France,48.44316,3.77199,fn_frromill,N/A,N/A
Sud-Ouest (VALERI),France,43.5063,1.23752,fn_frsudoue,N/A,N/A
Toulouse 2,France,43.56194,1.4765,fn_frtouls2,N/A,N/A
Toulouse 3,France,43.57472,1.374,fn_frtouls3,N/A,N/A
Counami (VALERI),French Guyana,5.34346,-53.23683,fn_gfcounam,N/A,N/A
Guyaflux,French Guyana,5.28167,-52.91222,fn_gfguyafl,GF-Guy,gf.guyaflux.01
Burkina- Ghana (GLOWA project),Ghana,8.34679,-1.22224,fn_ghburkin,N/A,N/A
COMPLET 171  (64.0968 N -44.3185 W),Greenland,64.0968,-44.3185,fn_glcom171,N/A,N/A
COMPLET 135  (11.1129 N -8.754 W),Guinea,11.1129,-8.754,fn_gncom135,N/A,N/A
Mogostos Forest,Greece,38,22.61667,fn_grmogost,GR-Mog,gr.mogostos_forest.01
Budapest-Lorinc,Hungary,47.83333,19.08333,fn_hubudlor,N/A,N/A
Bugacpuszta,Hungary,46.69113,19.60133,fn_hubugacp,HU-Bug,hu.bugacputza.01
Matra,Hungary,47.84687,19.72602,fn_humatra0,HU-Mat,hu.matra.01
Aek Loba- Sumatra (VALERI),Indonesia,2.63105,99.57606,fn_idaeklob,N/A,N/A
Bukit Soeharto- East Kalimantan,Indonesia,-0.83333,117.05,fn_idbukits,ID-Buk,id.bukit_soeharto.01
COMPLET 125  (-6.3065 S 140.3992 E),Indonesia,-6.3065,140.3992,fn_idcom125,N/A,N/A
COMPLET 129  (0.2258 N 113.9073 E),Indonesia,0.2258,113.9073,fn_idcom129,N/A,N/A
Island_Equatorial,Indonesia,0.2,100.32,fn_idequato,N/A,N/A
Carlow1,Ireland,55.85879,-6.91814,fn_iecarlow,IE-Ca2,ie.carlow.01
Dripsey,Ireland,51.98669,-8.75181,fn_iedripse,IE-Dri,ie.dripsey.01
Killorglin,Ireland,51.96836,-9.90031,fn_iekillor,IE-Kil,ie.killorglin.01
Mace_Head,Ireland,53.33,-9.9,fn_iemacehd,N/A,N/A
Kawagoe Forest Met. Research Site,Japan,35.15,139.08333,fn_jpkawago,JP-Kwa,jp.kawagoe.01
Kyushu National Agricultural Experiment Station,Japan,31.73472,131.01389,fn_jpkyushu,N/A,N/A
Tokyo_Tanashi,Japan,35.73102,139.544,fn_jptanash,N/A,N/A
Tateno 2,Japan,36.05,140.13333,fn_jptaten2,N/A,N/A
Grassland-National Institute-Tsukuba,Japan,36,140.01667,fn_jptsukub,JP-Tsu,jp.tsukuba.02
Kakamega Forest,Kenya,0.35319,34.88118,fn_kekakame,N/A,N/A
Msambweni Division- Kwale District,Kenya,-4.32677,39.34414,fn_kekwale0,N/A,N/A
Haenam Farmland,Korea,34.55395,126.5697,fn_krhaenan,N/A,N/A
Gwangneung Deciduous Forest,Korea,37.74871,127.14895,fn_krkwangn,N/A,N/A
Korean_Peninsula,Korea,37.44,127.9,fn_krpenins,N/A,N/A
Seoul_SNU,Korea,37.45806,126.95111,fn_krseoul0,N/A,N/A
Shortandy AL1,Kazakhstan,51.51361,71.46278,fn_kzal101,KZ-AL1,kz.al1.01
Shortandy AL2,Kazakhstan,51.48361,71.10472,fn_kzal201,KZ-AL2,kz.al2.01
Shortandy AL3,Kazakhstan,51.58722,71.00083,fn_kzal301,KZ-AL3,kz.al3.01
Shortandy AL4,Kazakhstan,51.68147,71.14369,fn_kzal401,KZ-AL4,kz.al4.01
COMPLET 158  (48.8548 N 70.7218 E),Kazakhstan,48.8548,70.7218,fn_kzcom158,N/A,N/A
Shortandy CW1,Kazakhstan,51.5275,71.48278,fn_kzcw101,KZ-CW1,kz.cw1.01
